"tweet_id"	"query"	"word"	"th"	"ni"	"gruppe"	"adj"	"opp"	0	1	"0'"	"1'"
"t746032733365899265"	"pattern3_entity_have_desire_for_formula"	"I hear Irish fans in France today helped an old lady onto the train to Lyon . She had wanted to go to Paris but they were insistent #COYBIG"	"t"	"t"	"t"	"t"		"She"	"to go to Paris"	"old lady"	
"t735863871974477825"	"pattern3_entity_have_desire_for_formula"	""" We have the intention to propose the extension of the strategic #investEU beyond 2018 "" @JunckerEU #G7 https://t.co/rCtuWLtAem"	"t"	"t"	"t"	"t"		"We"	"to propose the extension of the strategic #investEU beyond 2018"		
"t740942133692096512"	"pattern3_entity_have_desire_for_formula"	"@LBC I have wanted to leave since age 20 . Still want to leave at 35 . #Brexit"	"t"	"t"	"t"	"t"		"I"	"to leave"		
"t743787897778745344"	"pattern3_entity_have_desire_for_formula"	"@pollytoynbee ... linking Jo Cox 's murder to Gove/Johnson supporting Brexit was really disgraceful . If you had wanted to criticise someone ..."	"t"	"t"	"t"	"t"		"Gove/Johnson"	"Brexit"		
"t730361487605280768"	"pattern3_entity_have_desire_for_formula"	"there will be tough new restrictions on access to our welfare state for new EU migrants we have a commitment to reduce EU red tape"	"f"	"f"	"f"	"f"					
"t733782854216343552"	"pattern3_entity_have_desire_for_formula"	"Turkey have wanted to join EEC since 1959 . So far they've concluded just one of the 35 negotiating chapters . Calm down Mr Gove #VoteRemain"	"t"	"t"	"t"	"t"		"Turkey"	"to join EEC"		
"t746085891756658692"	"pattern3_entity_have_desire_for_formula"	"The pain you feel wanting to wear a Christmas jumper but it 's June . @lanniefizzle help me ? #jumper #christmasjumper #globalwarming"	"t"	"t"	"t"	"t"		"you"	"to wear a Christmas jumper"		
"t743130823461867520"	"pattern3_entity_have_desire_for_formula"	"@IainHouten @montie Why can't the UK #Brexit & be like the UK ? What 's this obsession with wanting to be like other countries ? #VoteLeave"	"t"	"t"	"t"	"t"		"UK"	"to be like other countries"		
"t731148735829282816"	"pattern3_entity_have_desire_for_formula"	"@rossbalham he was a metal trader , not a banker , that is a common myth about him , he'll do alright either way with commitment to #Brexit"	"t"	"f"	"f"	"f"					
"t734399421916536832"	"pattern3_entity_have_desire_for_formula"	"So ... he has wanted to be out for years ... just has to get others to do it for him ! https://t.co/z7Pw3KmCnw"	"t"	"t"	"t"	"t"		"he"	"to be out"		
"t737026754552967172"	"pattern3_entity_have_desire_for_formula"	"@belizemarc Isn't there a larger problem involved here : squaring principle of freedom of movement with desire for border controls ? #Brexit"	"f"	"f"	"f"	"f"					
"t734867218119417856"	"pattern3_entity_have_desire_for_formula"	"@BBCNews @hendopolis how pathetic . Just an excuse to get rid of DC which is what those right wing back bench bastards have wanted for years ."	"t"	"t"	"t"	"t"		"those right wing back bench bastards"	"which"		"an excuse to get rid of DC"
"t743417264200945664"	"pattern3_entity_in_favour_of_concept"	"Yep . He just headed to Britain in support of the #Brexit campaign - #Brexit #Grexit #Irexit - https://t.co/tYAN38rEOV"	"t"	"t"	"t"			"He"	"#Brexit campaign"		
"t743956147590299648"	"pattern3_entity_in_favour_of_concept"	"@ml_san_barr leader of DUP is in favour of Brexit I'm sad to say"	"t"	"t"	"t"			"leader of DUP"	"Brexit"		
"t738450086137565184"	"pattern3_entity_in_favour_of_concept"	"@daveydurbs without giving u reasons for u to argue with , I think I'm in favour of an exit !! 😱😱😱"	"t"	"t"	"t"			"I"	"an exit"		
"t731930371911192576"	"pattern3_entity_in_favour_of_concept"	"I actually think I am in favour of Brexit . I think the EU would work a lot better without opt-outs here and rebates there . :-)"	"t"	"t"	"t"			"I"	"Brexit"		
"t746061318583689216"	"pattern3_entity_in_favour_of_concept"	"It 's three different quotes spanning 20 years shoved together . He was in favour of European Union concept https://t.co/tVZOeIWe3R"	"t"	"t"	"t"			"He"	"European Union concept"		
"t736662986002169856"	"pattern3_entity_in_favour_of_concept"	"@RicardoWensley @daveleachuk @StrongerIn Can't you gauge public opinion ?....... it 's 75%/25% in favour of #Brexit , and I'm in London . 🐞"	"t"	"t"	"t"			"75%"	"#Brexit"	"public opinion"	
"t746129998914985984"	"pattern3_entity_in_favour_of_concept"	"@boydie123 i'm watching part of it and sunderland were in favour of brexit , although it just started this is so worrying"	"t"	"t"	"t"			"sunderland"	"brexit"		
"t741440062861283328"	"pattern3_entity_in_favour_of_concept"	"Poll : 55 Percent of UK Voters in Favor of Brexit https://t.co/iUThxGsfaQ #tcot"	"t"	"t"	"t"			"55 Percent of UK Voters"	"Brexit"		
"t736460817894346752"	"pattern3_entity_in_favour_of_concept"	"@SadiqKhan Sir , are you in favor of #Brexit ?"	"t"	"t"	"t"			"you"	"#Brexit"	"@SadiqKhan Sir"	
"t739114948920541188"	"pattern3_entity_in_favour_of_concept"	"@leicesterliz - the track record of those in favour of Brexit tells you all you need to know about their motives https://t.co/Tqoqfuad90"	"f"	"f"	"f"						
"t734130348506877953"	"pattern3_entity_in_favour_of_concept"	"I'm afraid every time IDS comments , he wins votes for the Remain side . And I'm in favour of Brexit !"	"t"	"t"	"t"			"I"	"Brexit"		
"t743126121995198464"	"pattern3_entity_in_favour_of_concept"	"@billybragg No . They won't . Still significant Scots majority in favour of staying in UK , even after #Brexit . Please stop this #ProjectFear"	"t"	"t"	"t"			"significant Scots majority"	"staying in UK"		
"t739424152482918400"	"pattern3_entity_in_favour_of_concept"	"There was turnout of 65% voting 67% in favour of remaining in what was then the EEC . #Brexit #EUref"	"f"	"t"	"t"			"0,67"	"remaining"		
"t731608977495183360"	"pattern3_entity_in_favour_of_concept"	"@JulianMHall @LawDavF a sort of reverse brexit revenge for abandoning the Commonwealth in favour of the EU"	"f"	"f"	"f"						
"t741169493137854464"	"pattern3_entity_in_favour_of_concept"	"80% of BT customers in favor of Brexit ...."	"t"	"t"	"t"			"80% of BT customers"	"Brexit"		
"t735717904600072193"	"pattern3_entity_in_favour_of_concept"	"Gold investors vote 78% in favour of #Brexit . Very sensible . https://t.co/iwHvqwTkR5 #UKIP https://t.co/NwXi49X306"	"t"	"t"	"t"			"78%"	"#Brexit"	"Gold investors"	
"t743161079782608896"	"pattern3_entity_in_favour_of_concept"	"The only internationally known politician in favour of a Brexit is Donald Trump - that alone should make the us worry . @UKLabourIN"	"t"	"t"	"t"			"The only internationally known politician"	"a Brexit"	"Donald Trump"	
"t733696701865832449"	"pattern3_entity_in_favour_of_concept"	"@Mariebe10098426 no argument here , my point I failed to make was that Torres in favour of TTIP & could create ' son of TTIP ' when we #Brexit"	"t"	"t"	"t"			"Torres"	"TTIP"		
"t742998303525220352"	"pattern3_entity_in_favour_of_concept"	"LIVE : Farage to lead flotilla of boats up Thames in support of Brexit #FishingForLeave #EURef https://t.co/YBY8G4MfdF via @YouTube"	"t"	"t"	"t"			"Farage"	"Brexit"		"? Whs: +B395+B344+J206"
"t735003643922010113"	"pattern3_entity_in_favour_of_concept"	"Experience on #LabourDoorstep suggests majority in favour of #Brexit are white , male , 50+ yet media vox pops are often young and female ?"	"t"	"t"	"t"			"majority"	"#Brexit"	"white , male , 50+"	
"t737288670537977861"	"pattern3_entity_in_favour_of_concept"	"@JamesDuddridge Usually I'm in favour of you doing as little as possible in the name of my town , however I take exception to this excess ."	"t"	"t"	"t"			"I"	"you doing as little as possible in the name of my town"		
"t742628834206453760"	"pattern3_entity_in_favour_of_concept"	"#BBCR4today Why report truckers are 61% in favour of #Brexit , then run a piece with two pro-Remain truckers ? #EUref"	"t"	"t"	"t"			"61%"	"#Brexit"	"report truckers"	
"t746089834003968000"	"pattern3_entity_in_favour_of_concept"	"Yougov poll predicts 52% -48% in favour of #remain via @SkyNews #Brexit #EUreferendum"	"t"	"t"	"t"			"52% -48%"	"#remain"		
"t745782475851390976"	"pattern3_entity_in_favour_of_concept"	"Of all the Brits I follow on Twitter and Instagram , and there are many , only one is in favor of #Brexit ."	"t"	"t"	"t"			"one"	"#Brexit"	"one [o]f all the Brits I follow on Twitter and Instagram"	
"t741639256230252544"	"pattern3_entity_in_favour_of_concept"	"Corbyn said he was "" not a huge fan "" of the European Union but was 70-75% in favour of the UK staying in .. well committed #Brexit"	"t"	"t"	"t"			"Corbyn"	"the European Union"		
"t741639256230252544"	"pattern3_entity_in_favour_of_concept"	"Corbyn said he was "" not a huge fan "" of the European Union but was 70-75% in favour of the UK staying in .. well committed #Brexit"	"t"	"t"	"t"			"70-75%"	"the UK staying in"		
"t745673353520877569"	"pattern3_entity_is_for_agenda"	"Yet odds are still against #Brexit even with @Ladbrokes https://t.co/aNui0ZANUo"	"f"	"f"	"f"						
"t731565917382049792"	"pattern3_entity_is_for_agenda"	"@chrismc1957 Shit , does this mean Paul is now for Brexit ?!"	"t"	"t"	"t"			"Paul"	"Brexit"		
"t745921792229912577"	"pattern3_entity_is_for_agenda"	"@MSmithsonPB because Remain gets more higher value bets than Brexit - but more bets are for Brexit"	"f"	"f"	"f"						
"t735833329593942016"	"pattern3_entity_is_for_agenda"	"@HowardWalker996 Bryan Adams is for Brexit https://t.co/3LtECPQf1W"	"t"	"t"	"t"			"Bryan Adams"	"Brexit"		
"t741590092012257280"	"pattern3_entity_is_for_agenda"	"Could the #StayCampaign actually spend some money . All signage & leaflets are for #Leave . No wonder they're winning in the polls #Brexit"	"t"	"t"	"t"			"All signage & leaflets"	"#Leave"		
"t745608239904133120"	"pattern3_entity_is_for_agenda"	"@Terrychocoo @Cambeattie95 Pls can you ask them why they're leaving and tell me , I want to hear why people are for brexit"	"t"	"t"	"t"			"people"	"brexit"		
"t733912243306389504"	"pattern3_entity_is_for_agenda"	"@TheRightArticle Labour only giving half hearted support for remain coz deep down #JeremyCorbyns Heart is for #Brexit just saying"	"t"	"t"	"t"			"#JeremyCorbyns Heart"	"#Brexit"		
"t745762444946051072"	"pattern3_entity_is_for_agenda"	"Hope the Brits vote Brexit - small govt is better for Liberty"	"t"	"t"	"t"				"the Brits vote Brexit"		
"t740314414625095682"	"pattern3_entity_is_for_agenda"	"@_charlesperry The argument is for democracy - we can ' sack the EU gov . we can and will sack cameron #brexit"	"f"	"f"	"f"						
"t743885097745653760"	"pattern3_entity_is_for_agenda"	"Even if I were for Brexit ( which I'm not ) , you've got to be shocked by their Nazi ' breaking-point ' poster ! Beware your fellow travellers :-("	"t"	"t"	"t"			"I"	"Brexit"		
"t736326735822753792"	"pattern3_entity_is_for_agenda"	"@David_Cameron hope if vote is for Brexit , you are history"	"t"	"t"	"t"			"vote"	"Brexit"		
"t744287661121216512"	"pattern3_entity_is_for_agenda"	"@LouiseMensch @LordAshcroft The snake that is the EU is tightening it 's grip ... someone please leak the Queen is for Brexit again pls !!"	"t"	"t"	"t"			"the Queen"	"Brexit"		
"t738718045405904896"	"pattern3_entity_is_for_agenda"	"Oddschecker now has Brexit at 5/2 . Last week it was 7/2 Week before 4/1 89% of bets taken across ALL bookies are for Leave ."	"t"	"t"	"t"			"89% of bets taken across ALL bookies"	"Leave"		
"t745543667180408835"	"pattern3_entity_is_for_agenda"	"@Telegraph @telebusiness That 's very interestingly timed ... I thought the Telegraph was for Brexit ?"	"t"	"t"	"t"			"the Telegraph"	"Brexit"		
"t746097575699353601"	"pattern3_entity_is_for_agenda"	"Mate , your paper said the sodding Queen was for Brexit the other day https://t.co/Y5qquzaygU"	"t"	"t"	"t"			"the sodding Queen"	"Brexit"		
"t741928661721452544"	"pattern3_entity_is_for_agenda"	"@IanShepherdson the majority of economics pundits is against Brexit ... which tells you ... https://t.co/QAH6hug0fR"	"t"	"t"	"t"			"the majority of economics pundits"	"Brexit"		
"t745531625769828352"	"pattern3_entity_is_for_agenda"	"I won’t buy another @Dyson . James is for #Brexit but moves his factory to Malaysia ! https://t.co/Li5UcV9A9N"	"t"	"t"	"t"			"James"	"#Brexit"		
"t745885481095798788"	"pattern3_entity_is_for_agenda"	"I am definitively a biased guy . None in my Twitter LinkedIn Facebook feeds is for #brexit . All for #BritaIN . stat . part of me is suffering"	"t"	"t"	"t"			"None in my Twitter LinkedIn Facebook feeds"	"#brexit"		
"t731150422514257920"	"pattern3_entity_is_for_agenda"	"@DavidJo52951945 all part of project fear , commonwealth voters are for brexit bless them"	"t"	"t"	"t"			"commonwealth voters"	"brexit"		
"t745306393742315522"	"pattern3_entity_is_for_agenda"	"Does anyone know if the Cat in Bin lady is for #Remain or #Brexit ?"	"t"	"t"	"t"			"the Cat in Bin lady"	"#Remain or #Brexit"		
"t745206608767094788"	"pattern3_entity_is_for_agenda"	"@mattdbull @NickFerran @tnewtondunn even if I wasn't a staunch remainer farage and Galloway being for Brexit is all I need to know"	"t"	"t"	"t"			"farage and Galloway"	"Brexit"		
"t744892489220366336"	"pattern3_entity_is_for_agenda"	"Polly is against #Brexit as she wants UK to have a strong economy ! #CatsAgainstBrexit #VoteRemain #votein #EUref https://t.co/fSlnmuBB9I"	"t"	"t"	"t"			"Polly"	"#Brexit"		
"t742620594647224320"	"pattern3_entity_is_for_agenda"	"As many as 1 in 10 economists are for #Brexit ? Generous But messy to slice economists #R4Today #EUref #Leave #Remain https://t.co/Wk6e1pycoR"	"t"	"t"	"t"			"1 in 10 economists"	"#Brexit"		
"t744231466775674880"	"pattern3_entity_is_for_agenda"	"I would have put good money on the usually right thinking @JeremyClarkson being for #Brexit . Alas not this time . Dare I say traitorous ?"	"t"	"t"	"t"			"@JeremyClarkson"	"#Brexit"		
"t734312732741279744"	"pattern3_entity_is_for_agenda"	"If big co bosses are for remaining in the EU then low paid workers in those companies should be for leaving imo #Brexit"	"t"	"t"	"t"			"big co bosses"	"remaining in the EU"		
"t734312732741279744"	"pattern3_entity_is_for_agenda"	"If big co bosses are for remaining in the EU then low paid workers in those companies should be for leaving imo #Brexit"	"t"	"t"	"t"			"low paid workers in those companies"	"leaving"		
"t746121079920398336"	"pattern3_entity_much_prefers_concept"	"Even though it isn't a parliamentary election , I really hope we get to see Iain Duncan Smith during tonight 's Brexit election coverage !"	"t"	"t"	"t"			"I"	"we get to see Iain Duncan Smith during tonight 's Brexit election coverage"		
"t738736423495471104"	"pattern3_entity_much_prefers_concept"	"EU was to “ make war unthinkable & materially impossible ” . #brexit will make war materially possible . Do we really want that ? #strongerin"	"t"	"t"	"t"			"we"	"that"		"“ make war unthinkable & materially impossible ”"
"t745618695079268352"	"pattern3_entity_much_prefers_concept"	"So , is it that the EU is like the Lannisters and Brexit is like the Starks who just want the North back ? Oh I don't know #EUref"	"t"	"t"	"t"			"Starks"	"the North back"		
"t745756805683351552"	"pattern3_entity_much_prefers_concept"	"If the #Tory divs really want us to #Remain then how come they keep standing in the shape of a #BreXit ? https://t.co/3jxbGEloiA"	"t"	"t"	"t"			"#Tory divs"	"us to #Remain"		
"t745277625904562176"	"pattern3_entity_much_prefers_concept"	"If in a post-Brexit world , you just want to stare at the stars & aurora , be humbled by nature & the universe . Look me up in Longyearbyen ."	"t"	"t"	"t"			"you"	"stare at the stars & aurora , be humbled by nature & the universe"		
"t744459838386806784"	"pattern3_entity_much_prefers_concept"	"OK - a question . If we were not in the EU would we really want to join ? Forget #Farage and racism . Just look at the facts . #Brexit"	"t"	"t"	"t"			"we"	"join"		
"t736843792150605824"	"pattern3_entity_much_prefers_concept"	"Blair being paid millions by Albania to assist with membership of EU ... he just wants to line his own pockets https://t.co/kQTl3lZc1P"	"t"	"t"	"t"			"he"	"line his own pockets"	"Blair"	
"t734027118066143232"	"pattern3_entity_much_prefers_concept"	"@MarkBraithwait2 @vote_leave Thanks . I just wanted you to say it so any undecided voter can see what they'd be associating themselves with"	"t"	"t"	"t"			"I"	"you to say it"		
"t709876990615093248"	"pattern3_entity_much_prefers_concept"	"David Cameron just wants to keep giving to the corrupt EU of which we in the UK have no control BREXIT for a safe UK https://t.co/Kj3uKTHoDv"	"t"	"t"	"t"			"David Cameron"	"keep giving to the corrupt EU"		
"t741653901795983364"	"pattern3_entity_much_prefers_concept"	"@PopescuCo @zerohedge Seems to me the EU just wants to spread the debt out as far and wide as they can in an effort to minimize the impact ."	"t"	"t"	"t"			"the EU"	"spread the debt out as far and wide as they can"		
"t741188818775252992"	"pattern3_entity_much_prefers_concept"	"@UKLabour I much prefer @DennisSkinner ' s version . Socialist , patriot and democrat vs weak toadies . No contest #LabourLeave #Brexit"	"f"	"f"	"f"						
"t737267593938149376"	"pattern3_entity_much_prefers_concept"	"If Cameron really wants the country to stay in the EU surely all he'd need do is promise to resign if ' in ' wins . #Brexit"	"t"	"t"	"t"			"Cameron"	"the country to stay in the EU"		
"t742029208524861440"	"pattern3_entity_much_prefers_concept"	""" Do you really want to live in Nigel 's Britain ?"" Would take it over Juncker's . #Brexit #VoteLeave"	"t"	"t"	"t"			"you"	"live in Nigel 's Britain"		
"t734785206796816384"	"pattern3_entity_much_prefers_concept"	"@VBMedia1 @AndrewMackeyUK Haha . Do you really want me to reply ....... 😏😏 Actually that makes 2 of us as I am voting #Brexit 👍"	"t"	"t"	"t"			"you"	"me to reply"		
"t735902869866569728"	"pattern3_entity_much_prefers_concept"	"@StrongerIn @SadiqKhan We will always be part of Europe , we just want to leave the outdated , corrupt & wasteful EU #brexit #voteleave"	"t"	"t"	"t"			"we"	"leave the outdated , corrupt & wasteful EU"		
"t746086220980174848"	"pattern3_entity_much_prefers_concept"	"My Thoughts on Brexit : Before the results are in , I just wanted to say a few words on Brexit , Britain 's propo ... https://t.co/MuBn7Q63rX"	"t"	"t"	"t"			"I"	"say a few words on Brexit"		
"t741723411467128832"	"pattern3_entity_much_prefers_concept"	"And as someone who highly values democracy , I would leave the EU on that principle alone . #Brexit"	"t"	"f"	"t"			"I"	"democracy"		
"t733346415418716160"	"pattern3_entity_much_prefers_concept"	"@AitkenRL I really hope you like it - my best to Charlotte :)"	"t"	"t"	"t"			"I"	"you like it"		
"t745689107465142272"	"pattern3_entity_much_prefers_concept"	"I really hope we Brexit tomorrow , I hope that the EU tosspots stop coming in to Yorkshire and investing : https://t.co/wgGTNmLkQE"	"t"	"t"	"t"			"I"	"we Brexit tomorrow"		
"t738993844159688704"	"pattern3_entity_much_prefers_concept"	"After #brexit UK firms & gov wont hav 2go thru farce of tendering in eu wen really they just want to giv #work 2 UK based contractors #euref"	"t"	"t"	"t"			"they"	"giv #work 2 UK based contractors"	"UK firms  & gov"	
"t745525835424116737"	"pattern3_entity_much_prefers_concept"	"@michaelhallida4 Turnbull is scamming - what he really wants is for Australia to be a republic - that 's where he has been steering Aus"	"t"	"t"	"t"			"he"	"Australia to be a republic"	"Turnbull"	
"t740937665118375937"	"pattern3_entity_much_prefers_concept"	"@IsabelOakeshott @sarahwollaston would you really want a doctor not to change his/her diagnosis if new information came out ?"	"t"	"t"	"t"			"you"	"a doctor not to change his/her diagnosis if new information came out"		
"t745251221007667201"	"pattern3_entity_much_prefers_concept"	"David Beckham just backed Remain and people are freaking out https://t.co/5r761lNyCD https://t.co/VQDZIqNBlS"	"t"	"t"	"t"			"David Beckham"	"Remain"		
"t730666645375594496"	"pattern3_entity_much_prefers_concept"	"Something for the #remain lot to bear in mind ! You really want these #subspecies roaming our streets ? #Brexit https://t.co/ENDaYReVAv"	"t"	"t"	"t"			"You"	"these #subspecies roaming our streets"		
"t742105685761101828"	"pattern3_entity_much_prefers_concept"	"@david_cameron lies over #EUref means I really want Boris as PM . He did a good job as Mayor and appears trustworthy . #voteleave #brexit"	"t"	"t"	"t"			"I"	"Boris as PM"		
"t737556516635480064"	"pattern3_entity_s_desire_to_1"	"David Cameron and Sadiq Khan are united by their desire to overrule British democracy . https://t.co/rdxT2rVgNg #Brexit"	"t"	"t"	"t"			"David Cameron and Sadiq Khan"	"overrule British democracy"		
"t738657921085669376"	"pattern3_entity_s_desire_to_1"	"In your want to know about #Brexit this is a great article https://t.co/KeK1M3pwsC thanks @TheEconomist"	"t"	"t"	"t"			"your"	"know about #Brexit"		
"t735146861909147653"	"pattern3_entity_s_desire_to_1"	"We must force bands to perform against their will to prevent dictatorship . #Brexit @Otto_English https://t.co/pGbV9JTtDk"	"t"	"t"	"t"			"bands"	"perform"		
"t733716271699623936"	"pattern3_entity_s_desire_to_1"	"[ NYTimes Dealbook ] ‘ Brexit , ’ a Feel-Good Vote That Could Sink Britain’s Economy : In their desire to leave the ... https://t.co/ugWHfDhyJT"	"t"	"f"	"t"			"their"	"leave the"		
"t733625077145571328"	"pattern3_entity_s_desire_to_1"	"‘ Brexit , ’ a Feel-Good Vote That Could Sink Britain’s Economy : In their desire to leave the E.U. many Br ... https://t.co/VxFIG5fGsR #news"	"t"	"t"	"t"			"their"	"leave the E.U."	"Britain"	
"t741233404021202944"	"pattern3_entity_s_desire_to_1"	"@amencarini Oh how I wish it could be Brexit everydaaay ♫ Where the racists get their wish to run Ukaaay ♫ Let the bells ring out for Brexit"	"t"	"t"	"t"			"I"	"it could be Brexit everydaaay"		
"t745284326493917184"	"pattern3_entity_s_desire_to_1"	"@gideonrachman @Gilesyb Boris 's #Brexit line serves his ambition to be next Tory leader & PM . Tories may splinter after referendum anyway ."	"t"	"t"	"t"			"Boris"	"be next Tory leader & PM"	"his"	
"t735187190745989120"	"pattern3_entity_s_desire_to_1"	"@Gjon777 #brexit we are members of a club which negotiates on our behalf . What chance they will to benefit UK ."	"f"	"f"	"f"						
"t739510391131275264"	"pattern3_entity_s_desire_to_1"	"@MrCEssex1 so we know that @BorisJohnson 's ambition to be PM is his reason for choosing #brexit . We've always known that ."	"t"	"t"	"t"			"@BorisJohnson"	"be PM"		
"t740960287810015232"	"pattern3_entity_s_desire_to_1"	"Major and Blair suggesting that England should temper its desire to leave the EU so the Scots and N . Irish don't whinge ?"	"t"	"t"	"t"			"England"	"leave the EU"		
"t733757207783739393"	"pattern3_entity_s_desire_to_1"	"NYTimes US : ‘ Brexit , ’ a Feel-Good Vote That Could Sink Britain’s Economy : In their desire to leave the E.U. , ... https://t.co/dIu5CRv3p1"	"t"	"t"	"t"			"their"	"leave the E.U."	"Britain"	
"t741152238719139841"	"pattern3_entity_s_desire_to_1"	"@T4rqu1n 2/2 ' The Project ' has always been VERY clear of its intentions to become a single state . Sorry , I've always sucked at #doublethink ."	"t"	"t"	"t"			"The Project '"	"become a single state"		
"t745560848681164800"	"pattern3_entity_s_desire_to_1"	"I'm impressed with England 's desire to commit suicide with Brexit . I could explain , but John Oliver does it better : https://t.co/Y3EnMYKTR5"	"t"	"t"	"t"			"England 's"	"commit suicide with Brexit"		
"t745215200303915008"	"pattern3_entity_s_desire_to_1"	"Beckham stating his desire to remain in EU so that he can get himself closer to that knighthood . Brexit lost all momentum in last few days"	"t"	"t"	"t"			"Beckham"	"remain in EU"		
"t733611639488937984"	"pattern3_entity_s_desire_to_1"	"‘ Brexit , ’ a Feel-Good Vote That Could Sink Britain’s Economy : In their desire to leave the ... https://t.co/Yjg6t6wHr6 ... via @nytimes"	"t"	"t"	"t"			"their"	"leave"	"Britain"	
"t741638845150679040"	"pattern3_entity_s_desire_to_1"	"@Ben_Basson so i was just highlighting his willingness to discard his own strongly held views for what currently suits , its just dishonest"	"f"	"f"	"f"						
"t731212891865661440"	"pattern3_entity_s_desire_to_1"	"After a wonderful #SP16 election .... Im proud announce my intention to campaign for @vote_leave ... more to follow #voteleave #brexit"	"t"	"t"	"t"			"_"	"campaign for @vote_leave"	"my"	
"t733622089849016323"	"pattern3_entity_s_desire_to_1"	"#Bank #QatarBank ‘ Brexit , ’ a Feel-Good Vote That Could Sink Britain’s Economy : In their desire to leave ... https://t.co/142U2SEeyd #news"	"t"	"t"	"t"			"their"	"leave"		
"t742408865761886208"	"pattern3_entity_s_desire_to_1"	"These are the major reasons #CEO s want to avoid a Brexit #entrepreneur #startup https://t.co/R0k05wdTSS"	"t"	"t"	"t"			"#CEO s"	"a Brexit #entrepreneur #startup"		
"t744573291625582592"	"pattern3_entity_s_desire_to_1"	"@spanner5232 I suspect his desire to leave the E.U causes him to hate anyone that wants to stay in . She stood for all he hates ."	"t"	"t"	"t"			"his"	"leave the E.U"		
"t744420106382483456"	"pattern3_entity_s_desire_to_1"	"If the people vote #Leave but majority of MP 's want to stay in #Europe then we are going to have one hell of a constitutional crisis #Brexit"	"t"	"t"	"t"			"majority of MP 's"	"stay in #Europe"		
"t743615028817862656"	"pattern3_entity_s_desire_to_1"	"@PoliticsSense If BREXIT ever wanted a stand out reason to justify their desire to leave the EU it should be stressed Corbyn wants to remain"	"t"	"t"	"t"			"BREXIT"	"stand out reason"		
"t743615028817862656"	"pattern3_entity_s_desire_to_1"	"@PoliticsSense If BREXIT ever wanted a stand out reason to justify their desire to leave the EU it should be stressed Corbyn wants to remain"	"t"	"t"	"t"			"Corbyn"	"remain"		
"t743615028817862656"	"pattern3_entity_s_desire_to_1"	"@PoliticsSense If BREXIT ever wanted a stand out reason to justify their desire to leave the EU it should be stressed Corbyn wants to remain"	"t"	"t"	"t"			"their"	"leave the EU"		
"t739883217159880705"	"pattern3_entity_s_desire_to_1"	"They are but Brexit 's want to end open boarders , Norway and Switzerland had to have them for trade deal , so would we . https://t.co/KUsjyiZBls"	"t"	"t"	"t"			"Brexit 's"	"end open boarders"		
"t733611719671484416"	"pattern3_entity_s_desire_to_1"	"‘ Brexit , ’ a Feel-Good Vote That Could Sink Britain’s Economy : In their desire to leave t ... https://t.co/KI9pQ7ra7u via @CarlosTudor1035"	"t"	"t"	"t"			"their"	"leave"		
"t742771141752819713"	"pattern3_entity_s_desire_to_1"	". @jeremycorbyn You could have won the EUREF Jeremy , but your obsession in bringing down Cameron has overtaken your desire to unite Labour ."	"t"	"t"	"t"			"Jeremy"	"unite Labour"		
"t745599295546499072"	"pattern3_entity_say_yes_to_x"	"Why the Science Community Says No to Brexit : Many fear a loss of funding , talent , business and collab ... https://t.co/332DTir5Cq #SteveC"	"t"	"t"	"t"			"Science Community"	"Brexit"		
"t741522469534715904"	"pattern3_entity_say_yes_to_x"	"@s_navroop can't see cartel says yes to Brexit . What 's your view ?"	"t"	"t"	"t"			"cartel"	"Brexit"		
"t744468916387332097"	"pattern3_entity_say_yes_to_x"	"@davenellist Oh Dave ... whatever gives you the idea that that will happen post #Brexit ? It 's not just the EU that says no to that , sadly ."	"t"	"t"	"t"			"not just the EU"	"that"		
"t728500205767806976"	"pattern3_entity_say_yes_to_x"	"Now to win #VoteRemain in #EUreferendum Say No to #Brexit Some #socialist arguments : https://t.co/JVQ9plDLon #bbcelection #Elections2016"	"t"	"f"	"f"						
"t735970003875422208"	"pattern3_entity_say_yes_to_x"	"#Brexit i wish they bring up the the EU said no to tampon tax , this one act shows what power we really have in the EU , this one act ."	"t"	"t"	"t"			"i"	"they bring up the the EU said no tampon tax"		
"t735970003875422208"	"pattern3_entity_say_yes_to_x"	"#Brexit i wish they bring up the the EU said no to tampon tax , this one act shows what power we really have in the EU , this one act ."	"t"	"t"	"t"			"EU"	"tampon tax"		
"t743101784152002561"	"pattern3_entity_say_yes_to_x"	"Battle for Britain ~ > Better Together #GreenerIN #Lexit say no to #Brexit 2014 : War in Europe ? Ukraine ... #NATO https://t.co/GWGAxcXFWg"	"t"	"t"	"t"			"#GreenerIN #Lexit"	"#Brexit"		
"t745674795539378176"	"pattern3_entity_say_yes_to_x"	"#UK #EURef #VoteRemain : "" @NewScienceWrld : Why the #Science Community Says No to #Brexit - Scientific American https://t.co/Qx6zNLYjUo """	"t"	"t"	"t"			"#Science Community"	"#Brexit"		
"t737569239062577153"	"pattern3_entity_say_yes_to_x"	"CISI survey finds practitioners say no to Brexit https://t.co/Z9opjOLp2Y"	"t"	"t"	"t"			"practitioners"	"Brexit"		
"t728636702621900803"	"pattern3_entity_say_yes_to_x"	"#Scotland 's NO to "" Independence in Europe "" was the start of #Brexit ; #SNP loss of majority continues the process https://t.co/PganGY16pA"	"t"	"t"	"t"			"#Scotland"	""" Independence in Europe """		
